slug,brand,name,volume,gender,price,has_image,page
arsenal-arsenal-100ml,Arsenal,Arsenal,100ml,masculine,150000,True,1
arabiyat-uhud-100ml,Arabiyat,Uhud,100ml,feminine,360000,True,1
arabiyat-marwa-100ml,Arabiyat,Marwa,100ml,feminine,360000,True,1
arabiyat-safa-100ml,Arabiyat,Safa,100ml,feminine,360000,True,1
agata-ruiz-de-la-prada-gotas-de-100ml,Agata Ruiz De La Prada,Gotas De,100ml,unisex,150000,True,1
color-albane-noble-grand-palais-color-albane-noble-grand-palais-100ml,Color Albane Noble Grand Palais,Color Albane Noble Grand Palais,100ml,masculine,240000,True,1
al-jazeera-onix-100ml,Al-Jazeera,Onix,100ml,masculine,1200000,True,1
afnan-9pm-100ml,Afnan,9Pm,100ml,masculine,260000,True,1
afnan-9am-dive-100ml,Afnan,9Am Dive,100ml,unisex,260000,True,1
afnan-9am-dive-set,Afnan,9Am Dive,set,unisex,300000,True,1
afnan-9am-100ml,Afnan,9Am,100ml,feminine,260000,True,1
afnan-9-pm-pour-femme-100ml,Afnan,9 Pm Pour Femme,100ml,feminine,260000,True,1
afnan-9-pm-rebel-100ml,Afnan,9 Pm Rebel,100ml,feminine,280000,True,2
afnan-kiana-crush-100ml,Afnan,Kiana Crush,100ml,feminine,350000,True,2
afnan-kiana-angel-100ml,Afnan,Kiana Angel,100ml,feminine,350000,True,2
ahli-vega-60ml,Ahli,Vega,60ml,unisex,450000,True,2
ahli-karpos-60ml,Ahli,Karpos,60ml,unisex,450000,True,2
ahli-corvus-60ml,Ahli,Corvus,60ml,feminine,450000,True,2
ahli-canes-60ml,Ahli,Canes,60ml,unisex,450000,True,2
animale-animale-200ml,Animale,Animale,200ml,feminine,310000,True,2
armaf-club-de-nuit-precieux-55ml,Armaf,Club De Nuit Precieux,55ml,masculine,350000,True,2
extracto-de-perfume-armaf-eter-100ml,Extracto De Perfume Armaf,Eter,100ml,unisex,350000,True,2
armaf-queen-of-arabian-100ml,Armaf,Queen  Of Arabian,100ml,feminine,370000,True,2
armaf-checkmate-king-100ml,Armaf,Checkmate King,100ml,masculine,340000,True,2
armaf-yum-yum-100ml,Armaf,Yum Yum,100ml,feminine,330000,True,3
armaf-island-blish-100ml,Armaf,Island Blish,100ml,feminine,340000,True,3
armaf-odyssey-mandarin-sky-100ml,Armaf,Odyssey Mandarin Sky,100ml,masculine,260000,True,3
armaf-set-mandarin-sky-set,Armaf,Set Mandarin Sky,set,masculine,380000,True,3
armaf-mandarin-sky-elixir-100ml,Armaf,Mandarin Sky Elixir,100ml,masculine,310000,True,3
armaf-artisto-100ml,Armaf,Artisto,100ml,masculine,310000,True,3
armaf-odyssey-aoud-100ml,Armaf,Odyssey Aoud,100ml,masculine,270000,True,3
armaf-odyssey-acquua-100ml,Armaf,Odyssey Acquua,100ml,masculine,260000,True,3
armaf-odyssey-wild-one-100ml,Armaf,Odyssey Wild One,100ml,masculine,300000,True,3
armaf-odyssey-white-edition-200ml,Armaf,Odyssey White Edition,200ml,masculine,300000,True,3
armaf-odyssey-black-edition-100ml,Armaf,Odyssey Black Edition,100ml,masculine,250000,True,3
armaf-odyssey-mega-100ml,Armaf,Odyssey Mega,100ml,masculine,250000,True,3
armaf-odyssey-mega-set,Armaf,Odyssey Mega,set,masculine,330000,True,3
armaf-odyssey-tyrant-100ml,Armaf,Odyssey Tyrant,100ml,masculine,260000,True,4
armaf-odyssey-dubai-chocolat-100ml,Armaf,Odyssey Dubai Chocolat,100ml,masculine,270000,True,4
armaf-odyssey-limon-100ml,Armaf,Odyssey Limon,100ml,unisex,260000,True,4
armaf-odyssey-candee-100ml,Armaf,Odyssey Candee,100ml,feminine,250000,True,4
armaf-odyssey-spectra-100ml,Armaf,Odyssey Spectra,100ml,unisex,260000,True,4
armaf-club-de-nuit-intensa-man-100ml,Armaf,Club De Nuit Intensa Man,100ml,masculine,240000,True,4
armaf-club-de-nuit-precieux-100ml,Armaf,Club De Nuit Precieux,100ml,masculine,340000,True,4
armaf-club-de-nuit-millestone-100ml,Armaf,Club De Nuit Millestone,100ml,masculine,260000,True,4
armaf-club-de-nuit-urban-elixir-100ml,Armaf,Club De Nuit Urban Elixir,100ml,masculine,260000,True,4
armaf-club-de-nuit-iconic-100ml,Armaf,Club De Nuit Iconic,100ml,masculine,270000,True,4
armaf-club-de-nuit-sillage-100ml,Armaf,Club De Nuit Sillage,100ml,masculine,270000,True,4
armaf-club-de-nuit-unfold-105ml,Armaf,Club De Nuit Unfold,105ml,unisex,300000,True,4
armaf-club-de-nuit-oud-105ml,Armaf,Club De Nuit Oud,105ml,unisex,360000,True,4
armaf-club-de-nuit-women-100ml,Armaf,Club De Nuit Women,100ml,feminine,250000,True,5
armaf-club-de-nuit-imperiale-100ml,Armaf,Club De Nuit Imperiale,100ml,feminine,270000,True,5
armaf-beach-party-105ml,Armaf,Beach Party,105ml,unisex,280000,True,5
antonio-banderas-blue-100ml,Antonio Banderas,Blue,100ml,masculine,150000,True,5
seduction-antonio-banderas-king-of-100ml,Seduction Antonio Banderas,King Of,100ml,masculine,180000,True,5
seduction-antonio-banderas-the-icon-100ml,Seduction Antonio Banderas,The Icon,100ml,masculine,200000,True,5
al-haramain-amber-oud-gold-al-haramain-amber-oud-gold-60ml,Al Haramain Amber Oud -Gold,Al Haramain Amber Oud -Gold,60ml,unisex,270000,True,5
edition-al-haramain-amber-oud-gold-edition-al-haramain-amber-oud-gold-100ml,Edition Al Haramain Amber Oud -Gold,Edition Al Haramain Amber Oud -Gold,100ml,unisex,340000,True,5
edition-al-haramain-amber-oud-gold-edition-al-haramain-amber-oud-gold-120ml,Edition Al Haramain Amber Oud -Gold,Edition Al Haramain Amber Oud -Gold,120ml,unisex,370000,True,5
edition-al-haramain-amber-oud-rouge-edition-al-haramain-amber-oud-rouge-100ml,Edition Al Haramain Amber Oud -Rouge,Edition Al Haramain Amber Oud -Rouge,100ml,unisex,350000,True,5
al-haramain-amber-oud-dubai-100ml,Al Haramain Amber Oud,Dubai,100ml,unisex,350000,True,5
night-al-haramain-amber-oud-acqua-75ml,Night Al Haramain Amber Oud,Acqua,75ml,unisex,350000,True,5
dubai-al-haramain-amber-oud-violeta-60ml,Dubai Al Haramain Amber Oud,Violeta,60ml,feminine,400000,True,5
al-haramain-l-venture-blanche-100ml,Al Haramain,L-Venture Blanche,100ml,masculine,250000,True,6
al-haramain-l-venture-al-haramain-l-venture-100ml,Al Haramain -L-Venture,Al Haramain -L-Venture,100ml,masculine,250000,True,6
al-haramain-l-venture-rose-100ml,Al Haramain,L-Venture Rose,100ml,feminine,320000,True,6
al-haramain-l-venture-femme-100ml,Al Haramain,L-Venture Femme,100ml,feminine,240000,True,6
ariana-grande-cloud-100ml,Ariana Grande,Cloud,100ml,feminine,350000,True,6
ariana-grande-cloud-set,Ariana Grande,Cloud,set,feminine,430000,True,6
ariana-grande-cloud-100ml-v1,Ariana Grande,Cloud,100ml,feminine,380000,True,6
ariana-grande-cloud-20-100ml,Ariana Grande,Cloud 2.0,100ml,feminine,360000,True,6
ariana-grande-cloud-20,Ariana Grande,Cloud 2.0,,feminine,450000,True,6
ariana-grande-sweet-candy-100ml,Ariana Grande,Sweet Candy,100ml,feminine,330000,True,6
ariana-grande-mod-blush-100ml,Ariana Grande,Mod Blush,100ml,feminine,450000,True,6
ariana-grande-mod-vainilla-100ml,Ariana Grande,Mod Vainilla,100ml,feminine,450000,True,6
ariana-grande-moonlight-100ml,Ariana Grande,Moonlight,100ml,feminine,330000,True,6
ariana-grande-thank-you-next,Ariana Grande,Thank You Next,,feminine,450000,True,7
bharara-rome-rose-bharara-rome-rose-100ml,Bharara- Rome Rose,Bharara- Rome Rose,100ml,feminine,260000,True,7
bharara-rome-rose-bharara-rome-rose-100ml-v1,Bharara- Rome Rose,Bharara- Rome Rose,100ml,masculine,260000,True,7
bharara-rome-extradose-bharara-rome-extradose-100ml,Bharara- Rome Extradose,Bharara- Rome Extradose,100ml,masculine,260000,True,7
bharara-king-parfum-bharara-king-parfum-100ml,Bharara- King  Parfum,Bharara- King  Parfum,100ml,masculine,420000,True,7
bharara-king-edp-bharara-king-edp-100ml,Bharara- King Edp,Bharara- King Edp,100ml,masculine,320000,True,7
bharara-onyx-100ml,Bharara,Onyx,100ml,masculine,380000,True,7
bharara-king-edp-set-bharara-king-edp-set,Bharara- King Edp Set,Bharara- King Edp Set,,masculine,440000,True,7
bharara-niche-femme-bharara-niche-femme-100ml,Bharara- Niche Femme,Bharara- Niche Femme,100ml,masculine,350000,True,7
bharara-bleu-bharara-bleu-100ml,Bharara- Bleu,Bharara- Bleu,100ml,masculine,310000,True,7
bharara-chocolate-bharara-chocolate-100ml,Bharara- Chocolate,Bharara- Chocolate,100ml,masculine,430000,True,7
bharara-king-solei-100ml,Bharara,King Solei,100ml,masculine,410000,True,7
bharara-rose-100ml,Bharara,Rose,100ml,feminine,390000,True,7
bharara-set-mini-bharara-set-mini,Bharara- Set Mini,Bharara- Set Mini,,unisex,390000,True,8
bvlgari-agua-100ml,Bvlgari,Agua,100ml,masculine,520000,True,8
bvlgari-in-black-100ml,Bvlgari,In Black,100ml,masculine,480000,True,8
bvlgari-wood-neroli-100ml,Bvlgari,Wood Neroli,100ml,masculine,390000,True,8
bvulgari-omnia-coral-100ml,Bvulgari,Omnia Coral,100ml,feminine,490000,True,8
bvulgari-omnia-crystaline-100ml,Bvulgari,Omnia Crystaline,100ml,feminine,510000,True,8
bvulgari-omnia-amatista-100ml,Bvulgari,Omnia Amatista,100ml,feminine,490000,True,8
bond-9-fidi-bond-9-fidi-100ml,Bond 9 Fidi,Bond 9 Fidi,100ml,unisex,1350000,True,8
bond-9-new-york-forever-bond-9-new-york-forever-100ml,Bond 9 New York Forever,Bond 9 New York Forever,100ml,feminine,1300000,True,8
bond-9-chez-bond-9-chez-100ml,Bond 9 Chez,Bond 9 Chez,100ml,masculine,1100000,True,8
bond-9-the-scent-bond-9-the-scent-100ml,Bond 9 The Scent,Bond 9 The Scent,100ml,unisex,1400000,True,8
bond-9-wall-street-bond-9-wall-street-100ml,Bond 9 Wall Street,Bond 9 Wall Street,100ml,unisex,1100000,True,8
bond-9-new-york-gardenia-bond-9-new-york-gardenia-100ml,Bond 9 New York Gardenia,Bond 9 New York Gardenia,100ml,feminine,1450000,True,8
bond-9-beekman-place-bond-9-beekman-place-100ml,Bond 9  Beekman Place,Bond 9  Beekman Place,100ml,feminine,1450000,True,9
bond-9-new-york-tribeca-bond-9-new-york-tribeca-100ml,Bond 9 New York Tribeca,Bond 9 New York Tribeca,100ml,feminine,1450000,True,9
bond-9-new-york-madison-square-bond-9-new-york-madison-square-100ml,Bond 9 New York  Madison Square,Bond 9 New York  Madison Square,100ml,feminine,1200000,True,9
park-burberry-body-60ml,Park Burberry,Body,60ml,feminine,330000,True,9
burberry-my-burberry-100ml,Burberry,My Burberry,100ml,feminine,520000,True,9
burberry-her-100ml,Burberry,Her,100ml,feminine,500000,True,9
burberry-brit-100ml,Burberry,Brit,100ml,feminine,280000,True,9
burberry-touch-100ml,Burberry,Touch,100ml,feminine,280000,True,9
britnay-spears-fantasy-100ml,Britnay Spears,Fantasy,100ml,feminine,230000,True,9
chanel-chance-chanel-100ml,Chanel,Chance Chanel,100ml,feminine,950000,True,9
chanel-n5-100ml,Chanel,N°5,100ml,feminine,850000,True,9
chanel-coco-100ml,Chanel,Coco,100ml,feminine,800000,True,9
chanel-bleau-de-chanel-100ml,Chanel,Bleau De Chanel,100ml,masculine,670000,True,9
chanel-allure-home-sport-calvin-klein-ck-one-200ml,Chanel,Allure Home Sport Calvin Klein - Ck One,200ml,unisex,2800000,True,10
calvin-klein-ck-in2u-100ml,Calvin Klein,Ck In2U,100ml,masculine,170000,True,10
calvin-klein-ck-in2u-150ml,Calvin Klein,Ck In2U,150ml,masculine,190000,True,10
calvin-klein-ck-in2u-100ml-v1,Calvin Klein,Ck In2U,100ml,feminine,170000,True,10
calvin-klein-ck-in2u-150ml-v1,Calvin Klein,Ck In2U,150ml,feminine,190000,True,10
calvin-klein-eternity-100ml,Calvin Klein,Eternity,100ml,masculine,280000,True,10
calvin-klein-eternity-100ml-v1,Calvin Klein,Eternity,100ml,feminine,300000,True,10
calvin-klein-ck-free-100ml,Calvin Klein,Ck Free,100ml,masculine,240000,True,10
calvin-klein-ck-bee-100ml,Calvin Klein,Ck Bee,100ml,unisex,250000,True,10
creed-silver-100ml,Creed,Silver,100ml,masculine,1200000,True,10
creed-aventus-100ml,Creed,Aventus,100ml,masculine,1700000,True,10
creed-green-rish-tweeed-100ml,Creed,Green Rish Tweeed,100ml,masculine,1500000,True,10
cartier-eau-de-cartier-no-100ml,Cartier,Eau De Cartier (No,100ml,masculine,380000,True,11
concentrada-cartier-must-100ml,Concentrada) Cartier,Must,100ml,feminine,480000,True,11
curve-connect-100ml,Curve,Connect,100ml,masculine,150000,True,11
curve-crush-100ml,Curve,Crush,100ml,feminine,190000,True,11
clinique-clinique-happy-100ml,Clinique,Clinique Happy,100ml,feminine,290000,True,11
clinique-clinique-happy-100ml-v1,Clinique,Clinique Happy,100ml,masculine,240000,True,11
clinique-aromatic-elixir-100ml,Clinique,Aromatic Elixir,100ml,feminine,370000,True,11
carolina-herrera-212-men-100ml,Carolina Herrera,212 Men,100ml,masculine,420000,True,11
carolina-herrera-212-men-200ml,Carolina Herrera,212 Men,200ml,masculine,540000,True,11
carolina-herrera-212-men-vip-100ml,Carolina Herrera,212 Men Vip,100ml,masculine,390000,True,11
